     0.75    0   -0.000123338
     0.75    0.25   -1.04265e-05
     0.75    0.5   -9.41312e-08
     0.75    0.75   2.20337e-09
     0.75    1   1.9626e-06
     0.75    1.25   2.59468e-05
     0.75    1.5   0.000120232
     0.75    1.75   0.000336493
     0.75    2   0.000691794
     0.75    2.25   0.00114461
     0.75    2.5   0.00159925
     0.75    2.75   0.0019374
     0.75    3   0.00206248
     0.75    3.25   0.0019374
     0.75    3.5   0.00159925
     0.75    3.75   0.00114461
     0.75    4   0.000691794
     0.75    4.25   0.000336493
     0.75    4.5   0.000120232
     0.75    4.75   2.59468e-05
     0.75    5   1.9626e-06
     0.75    5.25   2.20337e-09
     0.75    5.5   -9.41312e-08
     0.75    5.75   -1.04265e-05
     1    0   -7.77519e-06
     1    0.25   -1.52266e-08
     1    0.5   7.21423e-08
     1    0.75   9.06706e-06
     1    1   8.7527e-05
     1    1.25   0.000366265
     1    1.5   0.00099566
     1    1.75   0.00206248
     1    2   0.00352146
     1    2.25   0.00517575
     1    2.5   0.00671723
     1    2.75   0.0078136
     1    3   0.0082107
     1    3.25   0.0078136
     1    3.5   0.00671723
     1    3.75   0.00517575
     1    4   0.00352146
     1    4.25   0.00206248
     1    4.5   0.00099566
     1    4.75   0.000366265
     1    5   8.7527e-05
     1    5.25   9.06706e-06
     1    5.5   7.21423e-08
     1    5.75   -1.52266e-08
     1.25    0   -1.52266e-08
     1.25    0.25   1.57313e-07
     1.25    0.5   1.69544e-05
     1.25    0.75   0.00016232
     1.25    1   0.000691794
     1.25    1.25   0.0019374
     1.25    1.5   0.00416606
     1.25    1.75   0.00743268
     1.25    2   0.0114918
     1.25    2.25   0.0158069
     1.25    2.5   0.0196597
     1.25    2.75   0.0223293
     1.25    3   0.0232843
     1.25    3.25   0.0223293
     1.25    3.5   0.0196597
     1.25    3.75   0.0158069
     1.25    4   0.0114918
     1.25    4.25   0.00743268
     1.25    4.5   0.00416606
     1.25    4.75   0.0019374
     1.25    5   0.000691794
     1.25    5.25   0.00016232
     1.25    5.5   1.69544e-05
     1.25    5.75   1.57313e-07
     1.5    0   7.21423e-08
     1.5    0.25   1.69544e-05
     1.5    0.5   0.000196561
     1.5    0.75   0.000927424
     1.5    1   0.0027929
     1.5    1.25   0.00638167
     1.5    1.5   0.0120396
     1.5    1.75   0.0196597
     1.5    2   0.0285916
     1.5    2.25   0.0377094
     1.5    2.5   0.0456304
     1.5    2.75   0.0510261
     1.5    3   0.0529406
     1.5    3.25   0.0510261
     1.5    3.5   0.0456304
     1.5    3.75   0.0377094
     1.5    4   0.0285916
     1.5    4.25   0.0196597
     1.5    4.5   0.0120396
     1.5    4.75   0.00638167
     1.5    5   0.0027929
     1.5    5.25   0.000927424
     1.5    5.5   0.000196561
     1.5    5.75   1.69544e-05
     1.75    0   9.06706e-06
     1.75    0.25   0.00016232
     1.75    0.5   0.000927424
     1.75    0.75   0.00313966
     1.75    1   0.0078136
     1.75    1.25   0.0158069
     1.75    1.5   0.0274557
     1.75    1.75   0.0423082
     1.75    2   0.0590532
     1.75    2.25   0.0756825
     1.75    2.5   0.0898588
     1.75    2.75   0.0994021
     1.75    3   0.102769
     1.75    3.25   0.0994021
     1.75    3.5   0.0898588
     1.75    3.75   0.0756825
     1.75    4   0.0590532
     1.75    4.25   0.0423082
     1.75    4.5   0.0274557
     1.75    4.75   0.0158069
     1.75    5   0.0078136
     1.75    5.25   0.00313966
     1.75    5.5   0.000927424
     1.75    5.75   0.00016232
     2    0   8.7527e-05
     2    0.25   0.000691794
     2    0.5   0.0027929
     2    0.75   0.0078136
     2    1   0.0172638
     2    1.25   0.0322399
     2    1.5   0.0529406
     2    1.75   0.0783544
     2    2   0.106232
     2    2.25   0.133378
     2    2.5   0.156207
     2    2.75   0.171444
     2    3   0.176797
     2    3.25   0.171444
     2    3.5   0.156207
     2    3.75   0.133378
     2    4   0.106232
     2    4.25   0.0783544
     2    4.5   0.0529406
     2    4.75   0.0322399
     2    5   0.0172638
     2    5.25   0.0078136
     2    5.5   0.0027929
     2    5.75   0.000691794
     2.25    0   0.000366265
     2.25    0.25   0.0019374
     2.25    0.5   0.00638167
     2.25    0.75   0.0158069
     2.25    1   0.0322399
     2.25    1.25   0.0569526
     2.25    1.5   0.0898588
     2.25    1.75   0.129172
     2.25    2   0.171444
     2.25    2.25   0.212014
     2.25    2.5   0.24579
     2.25    2.75   0.268189
     2.25    3   0.276034
     2.25    3.25   0.268189
     2.25    3.5   0.24579
     2.25    3.75   0.212014
     2.25    4   0.171444
     2.25    4.25   0.129172
     2.25    4.5   0.0898588
     2.25    4.75   0.0569526
     2.25    5   0.0322399
     2.25    5.25   0.0158069
     2.25    5.5   0.00638167
     2.25    5.75   0.0019374
     2.5    0   0.00099566
     2.5    0.25   0.00416606
     2.5    0.5   0.0120396
     2.5    0.75   0.0274557
     2.5    1   0.0529406
     2.5    1.25   0.0898588
     2.5    1.5   0.137701
     2.5    1.75   0.193722
     2.5    2   0.253071
     2.5    2.25   0.309416
     2.5    2.5   0.355968
     2.5    2.75   0.386692
     2.5    3   0.397427
     2.5    3.25   0.386692
     2.5    3.5   0.355968
     2.5    3.75   0.309416
     2.5    4   0.253071
     2.5    4.25   0.193722
     2.5    4.5   0.137701
     2.5    4.75   0.0898588
     2.5    5   0.0529406
     2.5    5.25   0.0274557
     2.5    5.5   0.0120396
     2.5    5.75   0.00416606
     2.75    0   0.00206248
     2.75    0.25   0.00743268
     2.75    0.5   0.0196597
     2.75    0.75   0.0423082
     2.75    1   0.0783544
     2.75    1.25   0.129172
     2.75    1.5   0.193722
     2.75    1.75   0.268189
     2.75    2   0.346205
     2.75    2.25   0.419668
     2.75    2.5   0.480016
     2.75    2.75   0.519698
     2.75    3   0.533539
     2.75    3.25   0.519698
     2.75    3.5   0.480016
     2.75    3.75   0.419668
     2.75    4   0.346205
     2.75    4.25   0.268189
     2.75    4.5   0.193722
     2.75    4.75   0.129172
     2.75    5   0.0783544
     2.75    5.25   0.0423082
     2.75    5.5   0.0196597
     2.75    5.75   0.00743268
     3    0   0.00352146
     3    0.25   0.0114918
     3    0.5   0.0285916
     3    0.75   0.0590532
     3    1   0.106232
     3    1.25   0.171444
     3    1.5   0.253071
     3    1.75   0.346205
     3    2   0.442973
     3    2.25   0.533539
     3    2.5   0.607616
     3    2.75   0.656192
     3    3   0.673112
     3    3.25   0.656192
     3    3.5   0.607616
     3    3.75   0.533539
     3    4   0.442973
     3    4.25   0.346205
     3    4.5   0.253071
     3    4.75   0.171444
     3    5   0.106232
     3    5.25   0.0590532
     3    5.5   0.0285916
     3    5.75   0.0114918
     3.25    0   0.00517575
     3.25    0.25   0.0158069
     3.25    0.5   0.0377094
     3.25    0.75   0.0756825
     3.25    1   0.133378
     3.25    1.25   0.212014
     3.25    1.5   0.309416
     3.25    1.75   0.419668
     3.25    2   0.533539
     3.25    2.25   0.63964
     3.25    2.5   0.726154
     3.25    2.75   0.782771
     3.25    3   0.802472
     3.25    3.25   0.782771
     3.25    3.5   0.726154
     3.25    3.75   0.63964
     3.25    4   0.533539
     3.25    4.25   0.419668
     3.25    4.5   0.309416
     3.25    4.75   0.212014
     3.25    5   0.133378
     3.25    5.25   0.0756825
     3.25    5.5   0.0377094
     3.25    5.75   0.0158069
     3.5    0   0.00671723
     3.5    0.25   0.0196597
     3.5    0.5   0.0456304
     3.5    0.75   0.0898588
     3.5    1   0.156207
     3.5    1.25   0.24579
     3.5    1.5   0.355968
     3.5    1.75   0.480016
     3.5    2   0.607616
     3.5    2.25   0.726154
     3.5    2.5   0.822602
     3.5    2.75   0.885634
     3.5    3   0.907553
     3.5    3.25   0.885634
     3.5    3.5   0.822602
     3.5    3.75   0.726154
     3.5    4   0.607616
     3.5    4.25   0.480016
     3.5    4.5   0.355968
     3.5    4.75   0.24579
     3.5    5   0.156207
     3.5    5.25   0.0898588
     3.5    5.5   0.0456304
     3.5    5.75   0.0196597
     3.75    0   0.0078136
     3.75    0.25   0.0223293
     3.75    0.5   0.0510261
     3.75    0.75   0.0994021
     3.75    1   0.171444
     3.75    1.25   0.268189
     3.75    1.5   0.386692
     3.75    1.75   0.519698
     3.75    2   0.656192
     3.75    2.25   0.782771
     3.75    2.5   0.885634
     3.75    2.75   0.952806
     3.75    3   0.976156
     3.75    3.25   0.952806
     3.75    3.5   0.885634
     3.75    3.75   0.782771
     3.75    4   0.656192
     3.75    4.25   0.519698
     3.75    4.5   0.386692
     3.75    4.75   0.268189
     3.75    5   0.171444
     3.75    5.25   0.0994021
     3.75    5.5   0.0510261
     3.75    5.75   0.0223293
     4    0   0.0082107
     4    0.25   0.0232843
     4    0.5   0.0529406
     4    0.75   0.102769
     4    1   0.176797
     4    1.25   0.276034
     4    1.5   0.397427
     4    1.75   0.533539
     4    2   0.673112
     4    2.25   0.802472
     4    2.5   0.907553
     4    2.75   0.976156
     4    3   1
     4    3.25   0.976156
     4    3.5   0.907553
     4    3.75   0.802472
     4    4   0.673112
     4    4.25   0.533539
     4    4.5   0.397427
     4    4.75   0.276034
     4    5   0.176797
     4    5.25   0.102769
     4    5.5   0.0529406
     4    5.75   0.0232843
     4.25    0   0.0078136
     4.25    0.25   0.0223293
     4.25    0.5   0.0510261
     4.25    0.75   0.0994021
     4.25    1   0.171444
     4.25    1.25   0.268189
     4.25    1.5   0.386692
     4.25    1.75   0.519698
     4.25    2   0.656192
     4.25    2.25   0.782771
     4.25    2.5   0.885634
     4.25    2.75   0.952806
     4.25    3   0.976156
     4.25    3.25   0.952806
     4.25    3.5   0.885634
     4.25    3.75   0.782771
     4.25    4   0.656192
     4.25    4.25   0.519698
     4.25    4.5   0.386692
     4.25    4.75   0.268189
     4.25    5   0.171444
     4.25    5.25   0.0994021
     4.25    5.5   0.0510261
     4.25    5.75   0.0223293
     4.5    0   0.00671723
     4.5    0.25   0.0196597
     4.5    0.5   0.0456304
     4.5    0.75   0.0898588
     4.5    1   0.156207
     4.5    1.25   0.24579
     4.5    1.5   0.355968
     4.5    1.75   0.480016
     4.5    2   0.607616
     4.5    2.25   0.726154
     4.5    2.5   0.822602
     4.5    2.75   0.885634
     4.5    3   0.907553
     4.5    3.25   0.885634
     4.5    3.5   0.822602
     4.5    3.75   0.726154
     4.5    4   0.607616
     4.5    4.25   0.480016
     4.5    4.5   0.355968
     4.5    4.75   0.24579
     4.5    5   0.156207
     4.5    5.25   0.0898588
     4.5    5.5   0.0456304
     4.5    5.75   0.0196597
     4.75    0   0.00517575
     4.75    0.25   0.0158069
     4.75    0.5   0.0377094
     4.75    0.75   0.0756825
     4.75    1   0.133378
     4.75    1.25   0.212014
     4.75    1.5   0.309416
     4.75    1.75   0.419668
     4.75    2   0.533539
     4.75    2.25   0.63964
     4.75    2.5   0.726154
     4.75    2.75   0.782771
     4.75    3   0.802472
     4.75    3.25   0.782771
     4.75    3.5   0.726154
     4.75    3.75   0.63964
     4.75    4   0.533539
     4.75    4.25   0.419668
     4.75    4.5   0.309416
     4.75    4.75   0.212014
     4.75    5   0.133378
     4.75    5.25   0.0756825
     4.75    5.5   0.0377094
     4.75    5.75   0.0158069
     5    0   0.00352146
     5    0.25   0.0114918
     5    0.5   0.0285916
     5    0.75   0.0590532
     5    1   0.106232
     5    1.25   0.171444
     5    1.5   0.253071
     5    1.75   0.346205
     5    2   0.442973
     5    2.25   0.533539
     5    2.5   0.607616
     5    2.75   0.656192
     5    3   0.673112
     5    3.25   0.656192
     5    3.5   0.607616
     5    3.75   0.533539
     5    4   0.442973
     5    4.25   0.346205
     5    4.5   0.253071
     5    4.75   0.171444
     5    5   0.106232
     5    5.25   0.0590532
     5    5.5   0.0285916
     5    5.75   0.0114918
     5.25    0   0.00206248
     5.25    0.25   0.00743268
     5.25    0.5   0.0196597
     5.25    0.75   0.0423082
     5.25    1   0.0783544
     5.25    1.25   0.129172
     5.25    1.5   0.193722
     5.25    1.75   0.268189
     5.25    2   0.346205
     5.25    2.25   0.419668
     5.25    2.5   0.480016
     5.25    2.75   0.519698
     5.25    3   0.533539
     5.25    3.25   0.519698
     5.25    3.5   0.480016
     5.25    3.75   0.419668
     5.25    4   0.346205
     5.25    4.25   0.268189
     5.25    4.5   0.193722
     5.25    4.75   0.129172
     5.25    5   0.0783544
     5.25    5.25   0.0423082
     5.25    5.5   0.0196597
     5.25    5.75   0.00743268
     5.5    0   0.00099566
     5.5    0.25   0.00416606
     5.5    0.5   0.0120396
     5.5    0.75   0.0274557
     5.5    1   0.0529406
     5.5    1.25   0.0898588
     5.5    1.5   0.137701
     5.5    1.75   0.193722
     5.5    2   0.253071
     5.5    2.25   0.309416
     5.5    2.5   0.355968
     5.5    2.75   0.386692
     5.5    3   0.397427
     5.5    3.25   0.386692
     5.5    3.5   0.355968
     5.5    3.75   0.309416
     5.5    4   0.253071
     5.5    4.25   0.193722
     5.5    4.5   0.137701
     5.5    4.75   0.0898588
     5.5    5   0.0529406
     5.5    5.25   0.0274557
     5.5    5.5   0.0120396
     5.5    5.75   0.00416606
     5.75    0   0.000366265
     5.75    0.25   0.0019374
     5.75    0.5   0.00638167
     5.75    0.75   0.0158069
     5.75    1   0.0322399
     5.75    1.25   0.0569526
     5.75    1.5   0.0898588
     5.75    1.75   0.129172
     5.75    2   0.171444
     5.75    2.25   0.212014
     5.75    2.5   0.24579
     5.75    2.75   0.268189
     5.75    3   0.276034
     5.75    3.25   0.268189
     5.75    3.5   0.24579
     5.75    3.75   0.212014
     5.75    4   0.171444
     5.75    4.25   0.129172
     5.75    4.5   0.0898588
     5.75    4.75   0.0569526
     5.75    5   0.0322399
     5.75    5.25   0.0158069
     5.75    5.5   0.00638167
     5.75    5.75   0.0019374
